id,hobby,degree,major,desiredJob,projectExperience,skills
26331,True,"[False, True, False, False, False, False, False, False]","[True, False, False, False, False, False, False, False, False, False, False, False]","['Back-end developer', 'Designer', 'Front-end developer', 'Full-stack developer', 'Mobile developer', 'QA or test developer', 'Student']","[True, False, False, False, False, False, False, False, False, False, False]","['JavaScript', 'Python', 'Ruby', 'SQL', 'HTML', 'CSS', 'MongoDB', 'MySQL', 'PostgreSQL', 'AWS', 'Heroku', 'Firebase', 'Atom', 'Sublime Text', 'MacOS']"
26396,False,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Full-stack developer'],"[False, False, False, False, False, False, False, False, False, False, True]","['Java', 'JavaScript', 'Scala', 'SQL', 'TypeScript', 'HTML', 'CSS', 'Bash/Shell', 'Oracle', 'Linux', 'IntelliJ', 'Windows']"
26503,True,"[False, False, False, True, False, False, False, False]","[False, False, False, True, False, False, False, False, False, False, False, False]",['Data scientist or machine learning specialist'],"[False, False, False, False, False, False, False, False, True, False, False]","['C#', 'Python', 'R', 'SQL', 'SQL Server', 'Raspberry Pi', 'Windows Desktop or Server', 'RStudio', 'Visual Studio', 'Windows']"
26589,True,"[False, True, False, False, False, False, False, False]","[True, False, False, False, False, False, False, False, False, False, False, False]",['Engineering manager'],"[True, False, False, False, False, False, False, False, False, False, False]","['Visual Studio', 'Windows']"
26676,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Front-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, False, False, True, False]","['C', 'C++', 'Java', 'JavaScript', 'Python', 'SQL', 'HTML', 'CSS', 'Bash/Shell', 'Cassandra', 'Elasticsearch', 'Linux', 'Eclipse', 'IntelliJ', 'Notepad++', 'Visual Studio Code', 'Linux-based']"
26683,False,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Full-stack developer'],"[False, False, False, False, False, False, False, False, False, False, True]",[]
26690,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Designer', 'DevOps specialist', 'Embedded applications or devices developer', 'Mobile developer']","[False, False, False, False, False, False, False, False, False, False, True]","['Assembly', 'C', 'Objective-C', 'Python', 'Swift', 'Bash/Shell', 'Android', 'iOS', 'Linux', 'Mac OS', 'Windows Phone', 'Android Studio', 'Eclipse', 'Notepad++', 'TextMate', 'Vim', 'Xcode']"
26840,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, True, False, False, False, False, False, False]",['Product manager'],"[True, False, False, False, False, False, False, False, False, False, False]","['Matlab', 'Python', 'Swift', 'iOS', 'Firebase', 'Android Studio', 'Atom', 'IPython / Jupyter', 'Xcode', 'MacOS']"
26904,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Front-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, True, False, False, False]","['Groovy', 'Java', 'JavaScript', 'Ruby', 'TypeScript', 'HTML', 'CSS', 'Bash/Shell', 'MongoDB', 'Redis', 'SQL Server', 'PostgreSQL', 'AWS', 'Linux', 'Mac OS', 'Atom', 'IntelliJ', 'Vim', 'Visual Studio Code', 'Windows']"
26910,False,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Mobile developer'],"[False, False, False, False, False, False, False, True, False, False, False]","['Objective-C', 'Swift', 'iOS', 'Sublime Text', 'Xcode', 'MacOS']"
27116,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'DevOps specialist']","[False, False, False, False, False, False, False, False, False, False, True]","['PHP', 'Linux-based']"
28039,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, False, False, True, False]",[]
28319,True,"[False, False, False, False, False, False, False, True]","[False, False, False, False, False, False, False, False, False, False, False, True]","['Designer', 'Front-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, False, False, True, False]","['JavaScript', 'PHP', 'SQL', 'TypeScript', 'HTML', 'CSS', 'Bash/Shell', 'MongoDB', 'MySQL', 'PostgreSQL', 'Heroku', 'WordPress', 'Notepad++', 'Visual Studio Code', 'MacOS']"
28910,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, True, False, False, False, False, False, False]","['Back-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, False, False, False, True]","['C#', 'Java', 'Python', 'MongoDB', 'MySQL', 'PostgreSQL', 'SQLite', 'Linux', 'Windows Desktop or Server', 'Sublime Text', 'Visual Studio Code', 'Windows']"
28990,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Front-end developer', 'Full-stack developer', 'QA or test developer']","[False, False, False, False, False, False, False, True, False, False, False]","['C#', 'Java', 'JavaScript', 'Python', 'SQL', 'HTML', 'CSS', 'Cassandra', 'MongoDB', 'Redis', 'MySQL', 'PostgreSQL', 'Elasticsearch', 'Linux', 'Mac OS', 'PyCharm', 'Sublime Text', 'MacOS']"
29135,True,"[False, False, False, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False, False, False, False]","['Back-end developer', 'Front-end developer', 'Full-stack developer', 'System administrator']","[False, False, False, False, False, False, False, False, False, False, True]","['JavaScript', 'MongoDB', 'AWS', 'Heroku', 'Serverless', 'Firebase', 'MacOS']"
29408,False,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Mobile developer'],"[False, False, False, False, False, False, False, False, False, True, False]","['Java', 'JavaScript', 'HTML', 'CSS', 'MySQL', 'Amazon Redshift', 'AWS', 'SharePoint', 'Sublime Text', 'Xcode', 'MacOS']"
29914,False,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, True, False, False, False]","['Java', 'JavaScript', 'SQL', 'TypeScript', 'HTML', 'CSS', 'Bash/Shell', 'SQL Server', 'MySQL', 'Linux', 'Windows Desktop or Server', 'IntelliJ', 'Notepad++', 'Windows']"
31077,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, True, False, False, False, False, False, False, False]","['Back-end developer', 'Data or business analyst', 'Front-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, False, False, True, False]","['Java', 'JavaScript', 'Scala', 'CSS', 'Bash/Shell', 'MongoDB', 'Oracle', 'Amazon DynamoDB', 'Elasticsearch', 'Linux', 'IntelliJ', 'Notepad++', 'Sublime Text', 'Visual Studio Code', 'Windows']"
31955,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Engineering manager', 'Mobile developer']","[False, False, False, False, False, False, False, False, False, False, True]","['C++', 'C#', 'Java', 'JavaScript', 'Python', 'Kotlin', 'HTML', 'CSS', 'MySQL', 'SQLite', 'Android', 'Android Studio', 'IntelliJ', 'Sublime Text', 'MacOS']"
32105,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False, True, False, False]","['Back-end developer', 'Data or business analyst', 'Database administrator', 'Designer', 'Front-end developer', 'Full-stack developer', 'Marketing or sales professional', 'Product manager']","[False, False, False, True, False, False, False, False, False, False, False]",[]
32291,True,"[True, False, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Database administrator', 'Full-stack developer', 'Mobile developer', 'QA or test developer', 'Student']","[False, False, False, False, False, False, False, False, False, False, True]","['C#', 'Java', 'JavaScript', 'Ruby', 'SQL', 'VBA', 'VB.NET', 'HTML', 'SQL Server', 'MySQL', 'Android', 'AWS', 'Heroku', 'SharePoint', 'Windows Desktop or Server', 'Android Studio', 'Notepad++', 'Sublime Text', 'Visual Studio', 'Windows']"
33352,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, True, False, False, False, False, False, False]","['Game or graphics developer', 'Mobile developer']","[True, False, False, False, False, False, False, False, False, False, False]","['Java', 'Android', 'Android Studio', 'Windows']"
33648,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Mobile developer'],"[False, False, False, False, False, False, False, False, False, False, True]","['Java', 'Objective-C', 'Swift', 'Kotlin', 'MySQL', 'Android', 'iOS', 'Firebase', 'Android Studio', 'Xcode', 'MacOS']"
34056,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Mobile developer'],"[False, False, False, False, False, False, False, True, False, False, False]","['Java', 'Android', 'Firebase', 'Android Studio', 'MacOS']"
34107,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Database administrator', 'Designer', 'Front-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, False, False, True, False]","['C#', 'JavaScript', 'HTML', 'CSS', 'SQL Server', 'Visual Studio', 'Visual Studio Code', 'Windows']"
34372,True,"[False, False, False, False, False, False, False, True]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Desktop or enterprise applications developer', 'Front-end developer', 'Mobile developer']","[False, True, False, False, False, False, False, False, False, False, False]","['C#', 'JavaScript', 'HTML', 'CSS', 'SQL Server', 'MySQL', 'AWS', 'Mac OS', 'Windows Desktop or Server', 'Notepad++', 'Sublime Text', 'Visual Studio Code', 'MacOS']"
35242,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, False, False, True, False]","['Groovy', 'Java', 'JavaScript', 'Python', 'SQL', 'HTML', 'CSS', 'Cassandra', 'Redis', 'SQL Server', 'MySQL', 'Elasticsearch', 'Linux', 'Mac OS', 'IntelliJ', 'IPython / Jupyter', 'MacOS']"
35961,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Data or business analyst', 'Front-end developer', 'Full-stack developer', 'Mobile developer']","[False, False, False, False, False, False, False, False, False, True, False]","['Go', 'Java', 'JavaScript', 'Objective-C', 'SQL', 'Swift', 'HTML', 'CSS', 'Bash/Shell', 'MongoDB', 'MySQL', 'PostgreSQL', 'AWS', 'iOS', 'Linux', 'Firebase', 'Visual Studio Code', 'Xcode', 'MacOS']"
38243,False,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False, True, False, False]","['Back-end developer', 'Desktop or enterprise applications developer', 'DevOps specialist', 'Front-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, True, False, False, False]","['C#', 'Java', 'JavaScript', 'SQL', 'TypeScript', 'HTML', 'CSS', 'Bash/Shell', 'SQL Server', 'MySQL', 'SQLite', 'Oracle', 'Android', 'SharePoint', 'Windows Desktop or Server', 'WordPress', 'Android Studio', 'Notepad++', 'Vim', 'Visual Studio', 'Visual Studio Code', 'Windows']"
39172,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Full-stack developer'],"[False, False, False, False, False, False, False, False, False, False, True]","['Java', 'JavaScript', 'Python', 'Scala', 'SQL', 'Bash/Shell', 'Windows']"
39190,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Database administrator', 'Front-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, True, False, False, False]","['C#', 'JavaScript', 'SQL', 'VBA', 'VB.NET', 'HTML', 'CSS', 'SQL Server', 'SQLite', 'Windows Desktop or Server', 'Visual Studio', 'Windows']"
39455,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Desktop or enterprise applications developer', 'DevOps specialist', 'Front-end developer', 'Full-stack developer', 'System administrator']","[False, False, False, False, False, False, False, False, False, False, True]","['C', 'C++', 'C#', 'Java', 'JavaScript', 'PHP', 'Python', 'SQL', 'HTML', 'CSS', 'Bash/Shell', 'PostgreSQL', 'Android', 'Arduino', 'Google Cloud Platform/App Engine', 'Linux', 'Mainframe', 'Raspberry Pi', 'Windows Desktop or Server', 'WordPress', 'Android Studio', 'Notepad++', 'Sublime Text', 'Vim', 'Visual Studio', 'Windows']"
39658,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Full-stack developer'],"[False, False, True, False, False, False, False, False, False, False, False]","['Assembly', 'C', 'C++', 'CoffeeScript', 'Java', 'JavaScript', 'Lua', 'Python', 'SQL', 'HTML', 'CSS', 'MongoDB', 'Redis', 'SQL Server', 'MySQL', 'PostgreSQL', 'SQLite', 'Oracle', 'IBM Db2', 'Apache HBase', 'Apache Hive', 'Amazon RDS/Aurora', 'Android', 'Arduino', 'AWS', 'Azure', 'Heroku', 'Linux', 'Mac OS', 'Raspberry Pi', 'Firebase', 'Android Studio', 'Atom', 'Eclipse', 'IntelliJ', 'PyCharm', 'Visual Studio Code', 'MacOS']"
40529,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Desktop or enterprise applications developer', 'Full-stack developer']","[False, False, False, False, False, False, False, False, False, True, False]","['C', 'C++', 'C#', 'Visual Studio', 'Visual Studio Code', 'Windows']"
41073,False,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Database administrator', 'Full-stack developer', 'Product manager']","[False, False, False, True, False, False, False, False, False, False, False]","['C#', 'JavaScript', 'SQL', 'HTML', 'CSS', 'SQL Server', 'Notepad++', 'Visual Studio', 'Windows']"
41240,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Data or business analyst', 'Database administrator', 'Designer', 'Engineering manager', 'Front-end developer', 'Full-stack developer', 'Mobile developer', 'Product manager', 'QA or test developer']","[False, False, True, False, False, False, False, False, False, False, False]","['C#', 'JavaScript', 'Objective-C', 'PHP', 'Python', 'SQL', 'HTML', 'CSS', 'Bash/Shell', 'MongoDB', 'SQL Server', 'MySQL', 'SQLite', 'Microsoft Azure (Tables, CosmosDB, SQL, etc)', 'AWS', 'Azure', 'iOS', 'Linux', 'Windows Desktop or Server', 'Notepad++', 'Sublime Text', 'Visual Studio', 'Xcode', 'Windows']"
41376,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Desktop or enterprise applications developer']","[False, False, True, False, False, False, False, False, False, False, False]","['C#', 'Python', 'SQL Server', 'Elasticsearch', 'Windows Desktop or Server', 'IPython / Jupyter', 'Visual Studio', 'Visual Studio Code', 'Windows']"
41516,False,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, False, False, True, False]","['Java', 'JavaScript', 'Python', 'SQL', 'TypeScript', 'HTML', 'CSS', 'Bash/Shell', 'Redis', 'SQL Server', 'MySQL', 'SQLite', 'Apache Hive', 'Memcached', 'Android', 'AWS', 'Linux', 'Mac OS', 'Android Studio', 'Eclipse', 'IntelliJ', 'Notepad++', 'Sublime Text', 'Visual Studio', 'Visual Studio Code', 'MacOS']"
41544,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, False, False, False, True]","['C#', 'JavaScript', 'HTML', 'CSS', 'SQL Server']"
41695,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, True, False, False, False, False, False, False]","['Full-stack developer', 'Mobile developer']","[False, False, False, False, False, False, False, True, False, False, False]",[]
42130,False,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Database administrator', 'Full-stack developer', 'System administrator']","[False, False, False, False, False, False, False, False, True, False, False]","['JavaScript', 'Python', 'HTML', 'CSS', 'Bash/Shell', 'AWS', 'Linux', 'Linux-based']"
42287,False,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, True, False, False, False, False, False, False]","['DevOps specialist', 'System administrator']","[False, False, True, False, False, False, False, False, False, False, False]","['Perl', 'Bash/Shell', 'MySQL', 'Linux', 'Emacs', 'Vim', 'Linux-based']"
42431,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, True, False, False, False, False, False, False, False]","['Data or business analyst', 'Data scientist or machine learning specialist']","[False, False, False, False, False, False, False, False, False, True, False]","['Python', 'R', 'Notepad++', 'RStudio', 'Windows']"
42454,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, True, False, False, False, False, False, False]","['Back-end developer', 'Data or business analyst', 'DevOps specialist']","[False, False, False, False, False, False, False, False, False, True, False]","['C#', 'SQL', 'VBA', 'SQL Server', 'Windows Desktop or Server', 'Notepad++', 'Visual Studio', 'Windows']"
42505,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, True, False, False, False, False, False, False]","['Back-end developer', 'Database administrator', 'DevOps specialist', 'Embedded applications or devices developer', 'Front-end developer', 'Full-stack developer', 'System administrator']","[False, False, False, False, False, False, False, False, False, True, False]","['C++', 'C#', 'Java', 'JavaScript', 'PHP', 'Python', 'SQL', 'HTML', 'CSS', 'Bash/Shell', 'SQL Server', 'MySQL', 'PostgreSQL', 'SQLite', 'Linux', 'PyCharm', 'Sublime Text', 'Linux-based']"
43146,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Front-end developer'],"[False, False, False, False, False, False, False, False, False, True, False]","['JavaScript', 'Python', 'HTML', 'CSS', 'Bash/Shell', 'MongoDB', 'Linux', 'Sublime Text', 'MacOS']"
43909,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Desktop or enterprise applications developer', 'DevOps specialist', 'Front-end developer', 'Full-stack developer', 'Mobile developer']","[False, False, True, False, False, False, False, False, False, False, False]","['C#', 'JavaScript', 'SQL', 'TypeScript', 'VBA', 'VB.NET', 'Visual Basic 6', 'HTML', 'CSS', 'MongoDB', 'SQL Server', 'MySQL', 'Elasticsearch', 'Android', 'iOS', 'Mac OS', 'Windows Desktop or Server', 'Notepad++', 'Visual Studio', 'Visual Studio Code', 'Windows']"
44526,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, True, False, False, False, False, False, False]","['Front-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, False, False, True, False]","['Java', 'JavaScript', 'Objective-C', 'Python', 'Swift', 'HTML', 'CSS', 'Bash/Shell', 'MongoDB', 'Oracle', 'AWS', 'iOS', 'Mac OS', 'Atom', 'IntelliJ', 'Sublime Text', 'Xcode', 'MacOS']"
44538,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Full-stack developer'],"[False, False, False, False, False, False, False, False, False, True, False]","['Java', 'JavaScript', 'SQL', 'TypeScript', 'HTML', 'CSS', 'Bash/Shell', 'Oracle', 'Android', 'Windows Desktop or Server', 'IntelliJ', 'Windows']"
44820,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, True, False, False, False, False, False, False]","['Back-end developer', 'Database administrator', 'Educator or academic researcher', 'Embedded applications or devices developer']","[False, False, False, False, False, False, False, False, True, False, False]",[]
44930,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False, False, True, False]","['Back-end developer', 'DevOps specialist', 'Full-stack developer', 'Mobile developer', 'QA or test developer']","[False, False, False, True, False, False, False, False, False, False, False]","['Java', 'JavaScript', 'SQL', 'HTML', 'CSS', 'Bash/Shell', 'MongoDB', 'MySQL', 'Oracle', 'MariaDB', 'Linux', 'Mac OS', 'WordPress', 'Android Studio', 'Eclipse', 'IntelliJ', 'Notepad++', 'Sublime Text', 'Vim', 'MacOS']"
45109,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Data or business analyst', 'Front-end developer']","[False, False, True, False, False, False, False, False, False, False, False]","['Perl', 'PHP', 'Python', 'R', 'Scala', 'SQL', 'VB.NET', 'Bash/Shell', 'SQL Server', 'Oracle', 'Linux', 'IPython / Jupyter', 'PHPStorm', 'Visual Studio', 'Visual Studio Code', 'BSD/Unix']"
45360,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False, False, True, False]","['Data or business analyst', 'Data scientist or machine learning specialist']","[False, False, False, True, False, False, False, False, False, False, False]","['C++', 'Haskell', 'Emacs', 'Notepad++', 'Visual Studio', 'Windows']"
45372,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, False, False, True, False]","['JavaScript', 'SQL', 'TypeScript', 'Bash/Shell', 'Redis', 'MySQL', 'AWS', 'Serverless', 'Visual Studio Code', 'MacOS']"
45938,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Full-stack developer'],"[False, False, False, False, False, False, False, False, False, False, True]","['C#', 'Java', 'SQL', 'TypeScript', 'VBA', 'HTML', 'CSS']"
46171,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Data or business analyst', 'Data scientist or machine learning specialist']","[False, False, False, False, False, False, False, True, False, False, False]",[]
46384,True,"[False, False, False, False, False, False, True, False]","[False, False, False, False, False, False, False, False, False, False, False, False]","['Back-end developer', 'DevOps specialist']","[False, False, True, False, False, False, False, False, False, False, False]",[]
47009,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False, False, False, False]","['Front-end developer', 'Mobile developer']","[False, False, False, False, False, False, False, False, False, False, True]",[]
47012,True,"[False, False, True, False, False, False, False, False]","[False, False, False, True, False, False, False, False, False, False, False, False]","['Back-end developer', 'Database administrator', 'Full-stack developer']","[False, False, False, False, False, False, False, False, False, False, True]","['JavaScript', 'Lua', 'Python', 'SQL', 'TypeScript', 'HTML', 'CSS', 'Bash/Shell', 'Redis', 'MySQL', 'PostgreSQL', 'SQLite', 'MariaDB', 'Linux', 'Mac OS', 'IntelliJ', 'IPython / Jupyter', 'PyCharm', 'Vim', 'Linux-based']"
47427,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, True, False, False, False]","['Java', 'JavaScript', 'HTML', 'CSS', 'SQL Server', 'MySQL', 'Android', 'Windows Desktop or Server', 'Android Studio', 'Eclipse', 'IntelliJ', 'Visual Studio', 'Windows']"
49602,True,"[False, False, False, False, False, True, False, False]","[False, False, False, False, False, False, False, False, False, False, False, False]","['Back-end developer', 'Desktop or enterprise applications developer']","[False, False, False, False, False, False, True, False, False, False, False]","['Assembly', 'C++', 'Haskell', 'Rust', 'Arduino', 'AWS', 'Linux', 'Windows Desktop or Server', 'Emacs', 'Windows']"
51116,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Front-end developer'],"[False, False, False, False, False, False, False, True, False, False, False]","['C#', 'JavaScript', 'TypeScript', 'HTML', 'CSS', 'MongoDB', 'Microsoft Azure (Tables, CosmosDB, SQL, etc)', 'Azure', 'Notepad++', 'Visual Studio', 'Visual Studio Code', 'Windows']"
52058,True,"[False, True, False, False, False, False, False, False]","[False, False, False, True, False, False, False, False, False, False, False, False]",['Full-stack developer'],"[False, False, False, False, False, False, False, True, False, False, False]","['C#', 'Java', 'JavaScript', 'Python', 'SQL', 'VBA', 'VB.NET', 'HTML', 'CSS', 'MySQL', 'SQLite', 'Android', 'Linux', 'Windows Desktop or Server', 'WordPress', 'Sublime Text', 'Visual Studio', 'Visual Studio Code', 'Windows']"
52259,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Mobile developer'],"[False, False, True, False, False, False, False, False, False, False, False]","['C', 'Java', 'Bash/Shell', 'Mac OS', 'Windows Desktop or Server', 'Android Studio', 'Eclipse', 'Notepad++', 'Sublime Text', 'Windows']"
52890,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, True, False, False, False, False, False, False]","['Back-end developer', 'Front-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, True, False, False, False]","['Groovy', 'JavaScript', 'Ruby', 'HTML', 'CSS', 'Bash/Shell', 'MongoDB', 'MySQL', 'Elasticsearch', 'Android', 'WordPress', 'Android Studio', 'Sublime Text', 'MacOS']"
52924,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False, True, False, False]","['Data or business analyst', 'Data scientist or machine learning specialist', 'Database administrator', 'Engineering manager', 'Front-end developer', 'Full-stack developer', 'Mobile developer', 'Product manager']","[False, False, False, False, False, False, False, False, False, True, False]",[]
53187,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Front-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, False, False, True, False]","['Go', 'JavaScript', 'Python', 'TypeScript', 'HTML', 'CSS', 'Redis', 'MySQL', 'Memcached', 'Google BigQuery', 'Elasticsearch', 'Android', 'iOS', 'Linux', 'Mac OS', 'Windows Desktop or Server', 'Sublime Text', 'Vim', 'Visual Studio Code', 'MacOS']"
53198,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, True, False, False, False, False, False, False]","['Back-end developer', 'Educator or academic researcher', 'Embedded applications or devices developer']","[False, False, False, False, False, False, False, True, False, False, False]","['C++', 'Java', 'Python', 'Scala', 'Kotlin', 'PostgreSQL', 'Android', 'Arduino', 'Heroku', 'Linux', 'Raspberry Pi', 'Android Studio', 'IntelliJ', 'Sublime Text', 'Linux-based']"
53224,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False, True, False, False]","['Back-end developer', 'Engineering manager']","[False, False, False, False, False, False, False, False, False, True, False]","['C#', 'JavaScript', 'Objective-C', 'Ruby', 'Swift', 'TypeScript', 'HTML', 'CSS', 'Bash/Shell', 'MongoDB', 'Redis', 'MySQL', 'PostgreSQL', 'Elasticsearch', 'iOS', 'Sublime Text', 'Vim', 'MacOS']"
53424,False,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Back-end developer'],"[False, False, False, False, False, False, False, True, False, False, False]","['Groovy', 'Java', 'Python', 'Scala', 'SQL', 'Bash/Shell', 'SQL Server', 'MySQL', 'Apache HBase', 'Apache Hive', 'Microsoft Azure (Tables, CosmosDB, SQL, etc)', 'Google Cloud Storage', 'Neo4j', 'Elasticsearch', 'Azure', 'Google Cloud Platform/App Engine', 'Linux', 'IntelliJ', 'Notepad++', 'PyCharm', 'Vim', 'Linux-based']"
53965,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False, True, False, False]",['Front-end developer'],"[False, False, False, False, False, False, False, False, False, False, True]","['Go', 'JavaScript', 'Ruby', 'TypeScript', 'HTML', 'CSS', 'MongoDB', 'PostgreSQL', 'Google Cloud Platform/App Engine', 'Heroku', 'Mac OS', 'Serverless', 'Firebase', 'Atom', 'Sublime Text', 'MacOS']"
54526,True,"[False, False, False, False, False, False, False, True]","[False, False, False, False, False, False, False, False, False, True, False, False]","['Engineering manager', 'QA or test developer']","[False, True, False, False, False, False, False, False, False, False, False]","['C#', 'Java', 'JavaScript', 'Python', 'SQL', 'HTML', 'CSS', 'Bash/Shell', 'MongoDB', 'SQL Server', 'IBM Db2', 'Microsoft Azure (Tables, CosmosDB, SQL, etc)', 'Android', 'AWS', 'Azure', 'IPython / Jupyter', 'Notepad++', 'Sublime Text', 'Visual Studio', 'Visual Studio Code', 'Windows']"
